id	pfam_id	uniprot_id	pfam_embedding	uniprot_embedding	refSeqAccession	entry	entry_name	protein_names	gene_names	organism	pfam_description	uniprot_function
None	PF03780	A0A9W5L1I1	None	None	WP_000021109.1	None	None	A0A9W5L1I1_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W5VQY4	None	None	WP_000021109.1	None	None	A0A9W5VQY4_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W5Q3Z4	None	None	WP_000021109.1	None	None	A0A9W5Q3Z4_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W3JQ83	None	None	WP_000021109.1	None	None	A0A9W3JQ83_BACTU	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W3JJ73	None	None	WP_000021109.1	None	None	A0A9W3JJ73_BACTU	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9X0F5E0	None	None	WP_000021109.1	None	None	A0A9X0F5E0_BACTU	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W4ZIH1	None	None	WP_000021109.1	None	None	A0A9W4ZIH1_9BACI	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9X6IU74	None	None	WP_000021109.1	None	None	A0A9X6IU74_BACUD	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9X6LKR1	None	None	WP_000021109.1	None	None	A0A9X6LKR1_BACUH	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9X6JR54	None	None	WP_000021109.1	None	None	A0A9X6JR54_BACUK	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0AAN4HFM0	None	None	WP_000021109.1	None	None	A0AAN4HFM0_BACTU	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A9W3KWD5	None	None	WP_000021109.1	None	None	A0A9W3KWD5_9BACI	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A2B8IZN5	None	None	WP_000021109.1	None	None	A0A2B8IZN5_BACAN	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A063CCC0	None	None	WP_000021109.1	None	None	A0A063CCC0_BACCE	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
None	PF03780	A0A1C4F5G0	None	None	WP_000021109.1	None	None	A0A1C4F5G0_BACMY	None	None	The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus [[cite:PUB00008427]]. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is  encoded within the asp23-operon, is required to localise Asp23  to the cell membrane [[cite:PUB00075359]]. The overall function for the family  is thus a cell envelope-related one in Gram-positive bacteria.  UniProtKB:Q2FW64 [[cite:PUB00075359]].	None
